QueryAcc	Query_Length	HitDescription	HitName	HItLength	HitBits	HSP_rank	%ID	eValue	Query_Start	Query_End	Hit_start	Hit_end	HSP_length
g9229.t1	3873	DNA ligase 4 OS=Arabidopsis thaliana OX=3702 GN=LIG4 PE=1 SV=1	sp|Q9LL84|DNLI4_ARATH	1219	99.3673	1	25.5681818181818	1.46184e-19	1	1038	470	769	352
g9230.t1	1101	CUGBP Elav-like family member 4 OS=Xenopus tropicalis OX=8364 GN=celf4 PE=2 SV=1	sp|Q0V9L3|CELF4_XENTR	424	83.9593	1	52.0547945205479	1.53938e-16	361	579	43	115	73
g9235.t1	862	BTB/POZ and MATH domain-containing protein 2 OS=Arabidopsis thaliana OX=3702 GN=BPM2 PE=1 SV=1	sp|Q9M8J9|BPM2_ARATH	406	172.17	1	42.4603174603175	1.33322e-49	2	736	140	373	252
g9238.t1	1692	Protein kintoun OS=Chlamydomonas reinhardtii OX=3055 GN=pf13 PE=2 SV=1	sp|B5BUZ8|KTU_CHLRE	675	265.003	1	43.8325991189427	6.07994e-79	16	1185	5	450	454
g9239.t1	832	Solute carrier family 35 member F1 OS=Mus musculus OX=10090 GN=Slc35f1 PE=1 SV=1	sp|Q8BGK5|S35F1_MOUSE	408	63.929	1	31.0344827586207	2.42622e-10	5	430	180	323	145
g9240.t1	1131	Calcium-dependent protein kinase 20 OS=Oryza sativa subsp. japonica OX=39947 GN=CPK20 PE=2 SV=2	sp|Q84SL0|CDPKK_ORYSJ	550	174.481	1	34.8432055749129	3.7085e-48	199	1053	70	339	287
g9242.t1	1212	U-box domain-containing protein 12 OS=Arabidopsis thaliana OX=3702 GN=PUB12 PE=2 SV=1	sp|Q9ZV31|PUB12_ARATH	654	101.293	1	33.7254901960784	7.9759e-22	256	1011	389	639	255
g9245.t1	4728	Uncharacterized WD repeat-containing protein alr3466 OS=Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690 GN=alr3466 PE=4 SV=1	sp|Q8YRI1|YY46_NOSS1	1526	619.002	1	46.3258785942492	0	2707	4584	860	1485	626
g9246.t1	1725	Putative helicase L207/L206 OS=Acanthamoeba polyphaga mimivirus OX=212035 GN=MIMI_L206 PE=4 SV=2	sp|Q5UQ22|YL207_MIMIV	960	58.151	1	23.841059602649	1.83516e-07	775	1644	554	848	302
g9248.t1	990	Thymidylate synthase OS=Arthrobacter sp. (strain FB24) OX=290399 GN=thyA PE=3 SV=1	sp|A0JZC7|TYSY_ARTS2	267	228.794	1	44.4827586206897	1.49148e-72	127	987	6	267	290
g9249.t1	4233	Ankyrin repeat domain-containing protein 50 OS=Homo sapiens OX=9606 GN=ANKRD50 PE=1 SV=4	sp|Q9ULJ7|ANR50_HUMAN	1429	109.768	1	30.5361305361305	1.1881e-22	3064	4227	686	1101	429
g9250.t1	891	Kinase D-interacting substrate of 220 kDa OS=Rattus norvegicus OX=10116 GN=Kidins220 PE=1 SV=2	sp|Q9EQG6|KDIS_RAT	1762	80.4925	1	30.9090909090909	1.96772e-15	226	885	74	289	220
g9252.t1	1317	Magnesium transporter MRS2-1 OS=Arabidopsis thaliana OX=3702 GN=MRS2-1 PE=2 SV=1	sp|Q9S9N4|MRS21_ARATH	442	236.113	1	38.3631713554987	1.00993e-71	202	1305	52	440	391
g9253.t1	1341	Uncharacterized protein slr0889 OS=Synechocystis sp. (strain PCC 6803 / Kazusa) OX=1111708 GN=slr0889 PE=3 SV=1	sp|P73577|Y889_SYNY3	408	144.05	1	30.8510638297872	3.10472e-37	478	1290	49	314	282
g9254.t1	2754	Serine/threonine-protein kinase Nek1 OS=Mus musculus OX=10090 GN=Nek1 PE=1 SV=2	sp|P51954|NEK1_MOUSE	1203	309.686	1	51.8382352941177	2.55769e-88	22	837	4	275	272
g9255.t1	2406	LINE-1 retrotransposable element ORF2 protein OS=Homo sapiens OX=9606 PE=1 SV=1	sp|O00370|LORF2_HUMAN	1275	86.6557	1	21.5355805243446	6.06141e-16	88	1638	436	911	534
g9257.t1	1935	ABC transporter G family member 11 OS=Arabidopsis thaliana OX=3702 GN=ABCG11 PE=1 SV=1	sp|Q8RXN0|AB11G_ARATH	703	518.85	1	49.0230905861456	2.16134e-175	118	1719	37	596	563
g9258.t1	1929	ABC transporter G family member 11 OS=Arabidopsis thaliana OX=3702 GN=ABCG11 PE=1 SV=1	sp|Q8RXN0|AB11G_ARATH	703	519.235	1	49.4604316546763	1.49176e-175	127	1713	44	596	556
g9259.t1	1275	Craniofacial development protein 2 OS=Bos taurus OX=9913 GN=CFDP2 PE=1 SV=2	sp|O02751|CFDP2_BOVIN	592	54.6842	1	32.258064516129	9.78346e-07	871	1236	269	384	124
g9261.t1	2766	Adenylate cyclase OS=Lachancea kluyveri OX=4934 GN=CYR1 PE=3 SV=1	sp|P23466|CYAA_LACKL	1839	76.6406	1	37.6146788990826	1.00182e-12	604	921	1456	1563	109
g9262.t1	666	Alpha-amylase isozyme 3A OS=Oryza sativa subsp. japonica OX=39947 GN=AMY1.2 PE=2 SV=2	sp|P27932|AMY3A_ORYSJ	440	179.104	1	49.2890995260664	7.24732e-53	22	645	35	241	211
g9263.t1	345	Alpha-amylase isozyme 3A OS=Oryza sativa subsp. japonica OX=39947 GN=AMY1.2 PE=2 SV=2	sp|P27932|AMY3A_ORYSJ	440	98.9821	1	51.063829787234	2.56396e-24	25	306	343	431	94
g9264.t1	720	Alpha-amylase isozyme 3A OS=Oryza sativa subsp. japonica OX=39947 GN=AMY1.2 PE=2 SV=2	sp|P27932|AMY3A_ORYSJ	440	243.817	1	53.8135593220339	1.43513e-77	1	702	113	343	236
g9270.t1	741	Uncharacterized protein At1g03900 OS=Arabidopsis thaliana OX=3702 GN=At1g03900 PE=2 SV=1	sp|Q681Q7|Y1390_ARATH	272	120.168	1	45.5223880597015	1.74805e-31	31	429	12	144	134
g9271.t1	1566	Craniofacial development protein 2 OS=Bos taurus OX=9913 GN=CFDP2 PE=1 SV=2	sp|O02751|CFDP2_BOVIN	592	83.5741	1	29.004329004329	1.33701e-15	43	729	269	467	231
g9273.t1	3534	LINE-1 retrotransposable element ORF2 protein OS=Homo sapiens OX=9606 PE=1 SV=1	sp|O00370|LORF2_HUMAN	1275	112.849	1	21.6216216216216	9.49222e-24	1483	2997	447	911	518
g9276.t1	366	Protein transport protein SEC31 homolog B OS=Arabidopsis thaliana OX=3702 GN=SEC31B PE=1 SV=1	sp|Q8L611|SC31B_ARATH	1104	74.3294	1	44.3298969072165	2.12443e-15	19	306	4	99	97
g9281.t1	993	Gamma-secretase subunit APH1-like OS=Arabidopsis thaliana OX=3702 GN=At2g31440 PE=2 SV=2	sp|Q8L9G7|APH1_ARATH	250	100.523	1	32.9268292682927	1.81763e-23	67	798	23	248	246
g9282.t1	279	Zinc finger MYND domain-containing protein 19 OS=Rattus norvegicus OX=10116 GN=Zmynd19 PE=2 SV=1	sp|Q7TSV3|ZMY19_RAT	227	45.8246	1	42	5.84684e-06	91	231	167	216	50
g9286.t1	252	DnaJ homolog subfamily C member 7 homolog OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=SPBC543.02c PE=4 SV=1	sp|Q9HGM9|DNJC7_SCHPO	476	44.669	1	35.8024691358025	1.55083e-05	10	240	272	350	81
g9287.t1	1638	Allantoinase OS=Arabidopsis thaliana OX=3702 GN=ALN PE=1 SV=1	sp|Q94AP0|ALN_ARATH	506	342.813	1	40.7484407484407	8.03681e-111	184	1596	34	505	481
g9289.t1	1395	2-(3-amino-3-carboxypropyl)histidine synthase subunit 1 OS=Dictyostelium discoideum OX=44689 GN=dph1 PE=3 SV=1	sp|Q54PW5|DPH1_DICDI	472	418.313	1	47.8149100257069	5.68695e-142	157	1317	102	469	389
g9295.t1	2079	Putative helicase R592 OS=Acanthamoeba polyphaga mimivirus OX=212035 GN=MIMI_R592 PE=4 SV=1	sp|Q5UP58|YR592_MIMIV	841	90.5077	1	25.9842519685039	2.01834e-17	658	1383	262	497	254
g9306.t1	1026	RuBisCO large subunit-binding protein subunit alpha, chloroplastic OS=Chlamydomonas reinhardtii OX=3055 PE=1 SV=1	sp|Q42694|RUBA_CHLRE	580	521.546	1	80.2547770700637	0	82	1023	29	342	314
g9308.t1	2166	LINE-1 retrotransposable element ORF2 protein OS=Homo sapiens OX=9606 PE=1 SV=1	sp|O00370|LORF2_HUMAN	1275	102.064	1	22.3844282238443	7.7112e-21	817	2031	447	824	411
g9310.t1	387	Protein SUPPRESSOR OF K(+) TRANSPORT GROWTH DEFECT 1 OS=Arabidopsis thaliana OX=3702 GN=SKD1 PE=1 SV=1	sp|Q9ZNT0|VPS4_ARATH	435	100.138	1	47.6923076923077	1.54832e-24	7	387	1	130	130
g9312.t1	909	LINE-1 retrotransposable element ORF2 protein OS=Mus musculus OX=10090 GN=Pol PE=1 SV=2	sp|P11369|LORF2_MOUSE	1281	94.3597	1	26.9565217391304	3.7345e-20	175	861	457	682	230
g9313.t1	2358	LINE-1 reverse transcriptase homolog OS=Nycticebus coucang OX=9470 PE=3 SV=1	sp|P08548|LIN1_NYCCO	1260	85.5001	1	25.4464285714286	1.33132e-15	1660	2328	446	663	224
g9316.t1	984	Tryptophan 5-hydroxylase 1 OS=Gallus gallus OX=9031 GN=TPH1 PE=1 SV=1	sp|P70080|TPH1_CHICK	445	288.886	1	45.4861111111111	9.89458e-94	106	951	110	397	288
g9319.t1	2544	LINE-1 retrotransposable element ORF2 protein OS=Homo sapiens OX=9606 PE=1 SV=1	sp|O00370|LORF2_HUMAN	1275	88.9669	1	28.0334728033473	1.25942e-16	1585	2280	447	673	239
g9322.t1	864	3beta-hydroxysteroid-dehydrogenase/decarboxylase isoform 1 OS=Arabidopsis thaliana OX=3702 GN=3BETAHSD/D1 PE=2 SV=1	sp|Q9FX01|HSDD1_ARATH	439	215.312	1	45.3571428571429	7.23022e-66	4	828	87	362	280
g9323.t1	1131	Calcium sensing receptor, chloroplastic OS=Arabidopsis thaliana OX=3702 GN=CAS PE=1 SV=1	sp|Q9FN48|CAS_ARATH	387	117.857	1	30.1587301587302	1.99187e-28	118	1035	47	348	315
g9325.t1	1578	Enolase (Fragment) OS=Chlamydomonas reinhardtii OX=3055 GN=ENO PE=2 SV=1	sp|P31683|ENO_CHLRE	372	606.675	1	76.9436997319035	0	454	1572	1	372	373
g9326.t1	1698	Protein DEK OS=Mus musculus OX=10090 GN=Dek PE=1 SV=1	sp|Q7TNV0|DEK_MOUSE	380	66.6254	1	31.9672131147541	1.59235e-10	118	483	79	194	122
g9327.t1	3735	Putative DEAD-box ATP-dependent RNA helicase 29 OS=Arabidopsis thaliana OX=3702 GN=RH29 PE=3 SV=1	sp|O49289|RH29_ARATH	845	540.036	1	52.5139664804469	3.20474e-174	148	1749	30	553	537
g9329.t1	4602	Protein CLEC16A homolog OS=Drosophila melanogaster OX=7227 GN=ema PE=1 SV=2	sp|Q9VEV4|CL16A_DROME	1067	180.259	1	38.3333333333333	2.10974e-44	106	825	34	267	240
g9332.t1	2772	Nucleolar protein 8 OS=Homo sapiens OX=9606 GN=NOL8 PE=1 SV=1	sp|Q76FK4|NOL8_HUMAN	1167	51.6026	1	31.0344827586207	4.33369e-05	43	303	19	97	87
g9333.t1	690	NADH dehydrogenase [ubiquinone] iron-sulfur protein 8-B, mitochondrial OS=Arabidopsis thaliana OX=3702 GN=At1g16700 PE=1 SV=1	sp|Q9FX83|NDS8B_ARATH	222	290.812	1	76.1111111111111	3.93355e-99	148	687	43	222	180
g9335.t1	7248	Adenylate kinase OS=Caldicellulosiruptor saccharolyticus (strain ATCC 43494 / DSM 8903 / Tp8T 6331) OX=351627 GN=adk PE=3 SV=1	sp|A4XLR0|KAD_CALS8	215	130.954	1	37.0892018779343	1.03866e-32	3640	4278	1	191	213
g9336.t1	735	Metacaspase-2 OS=Arabidopsis thaliana OX=3702 GN=AMC2 PE=1 SV=1	sp|Q7XJE5|MCA2_ARATH	418	164.851	1	46.1111111111111	2.40237e-47	46	570	172	350	180
g9337.t1	1347	Golgin-84 OS=Oryza sativa subsp. japonica OX=39947 GN=Os01g0744400 PE=2 SV=1	sp|Q5JLY8|GOGA5_ORYSJ	709	68.5514	1	32.5581395348837	4.73353e-11	829	1215	557	681	129
g9338.t1	1476	Putative protein disulfide-isomerase DDB_G0275025 OS=Dictyostelium discoideum OX=44689 GN=DDB_G0275025 PE=1 SV=1	sp|Q869Z0|Y5025_DICDI	409	121.324	1	31.6666666666667	7.00784e-29	592	1287	21	241	240
g9339.t1	3024	Protein translocase subunit SecA, chloroplastic OS=Ostreococcus lucimarinus (strain CCE9901) OX=436017 GN=secA PE=3 SV=1	sp|A4RW83|SECA_OSTLU	932	1188.71	1	62.6975763962065	0	49	2886	1	910	949
g9340.t1	468	60S ribosomal protein L24-2 OS=Arabidopsis thaliana OX=3702 GN=RPL24B PE=1 SV=2	sp|P38666|RL242_ARATH	163	146.362	1	59.1304347826087	2.38456e-44	1	345	1	115	115
g9342.t1	312	Histone H4 OS=Olisthodiscus luteus OX=83000 PE=1 SV=2	sp|P82888|H4_OLILU	103	161.384	1	98.780487804878	6.85939e-52	64	309	22	103	82
g9343.t1	399	Histone H2A OS=Chlamydomonas reinhardtii OX=3055 GN=H2A-II PE=3 SV=1	sp|P50567|H2A_CHLRE	129	194.512	1	92.2330097087379	3.43847e-64	52	360	15	117	103
g9344.t1	387	Histone H2B.3 OS=Volvox carteri OX=3067 PE=3 SV=3	sp|P16867|H2B3_VOLCA	157	164.851	1	86.3636363636364	4.40245e-52	121	384	70	157	88
g9345.t1	1110	Protein arginine N-methyltransferase 2 OS=Yarrowia lipolytica (strain CLIB 122 / E 150) OX=284591 GN=RMT2 PE=3 SV=1	sp|Q6CBX2|RMT2_YARLI	475	193.741	1	39.1891891891892	4.57368e-56	418	1059	254	475	222
g9346.t1	720	tRNA methyltransferase 10 homolog A OS=Drosophila melanogaster OX=7227 GN=trmt10a PE=2 SV=1	sp|Q9VR56|TM10A_DROME	319	48.1358	1	32.2033898305085	2.21854e-05	451	627	83	141	59
g9347.t1	1866	Cyclic GMP-binding protein C OS=Dictyostelium discoideum OX=44689 GN=gbpC PE=1 SV=1	sp|Q8MVR1|GBPC_DICDI	2631	67.3958	1	30.7692307692308	3.61566e-10	1372	1722	1070	1184	117
g9348.t1	312	Histone H4 OS=Olisthodiscus luteus OX=83000 PE=1 SV=2	sp|P82888|H4_OLILU	103	161.384	1	98.780487804878	6.85939e-52	64	309	22	103	82
g9349.t1	411	Histone H3 OS=Urechis caupo OX=6431 PE=1 SV=2	sp|P84239|H3_URECA	136	266.929	1	97.0588235294118	1.13378e-92	1	408	1	136	136
g9350.t1	387	Histone H2B.3 OS=Volvox carteri OX=3067 PE=3 SV=3	sp|P16867|H2B3_VOLCA	157	164.851	1	86.3636363636364	4.40245e-52	121	384	70	157	88
g9351.t1	393	Histone H2A OS=Chlamydomonas reinhardtii OX=3055 GN=H2A-II PE=3 SV=1	sp|P50567|H2A_CHLRE	129	194.512	1	92.2330097087379	3.17438e-64	52	360	15	117	103
g9352.t1	1002	Probable carbohydrate esterase At4g34215 OS=Arabidopsis thaliana OX=3702 GN=At4g34215 PE=1 SV=2	sp|Q8L9J9|CAES_ARATH	260	57.3806	1	26.027397260274	3.62364e-08	121	933	10	259	292
g9356.t1	2154	Adenine/guanine permease AZG1 OS=Arabidopsis thaliana OX=3702 GN=AZG1 PE=2 SV=1	sp|Q9SRK7|AZG1_ARATH	579	222.246	1	48.5477178423236	1.94772e-62	100	777	21	259	241
g9357.t1	10572	LRR receptor-like serine/threonine-protein kinase FLS2 OS=Arabidopsis thaliana OX=3702 GN=FLS2 PE=1 SV=1	sp|Q9FL28|FLS2_ARATH	1173	148.673	1	29.7142857142857	5.0988e-34	5443	7011	233	739	525
g9358.t1	1260	5'-adenylylsulfate reductase 2, chloroplastic OS=Arabidopsis thaliana OX=3702 GN=APR2 PE=1 SV=2	sp|P92981|APR2_ARATH	454	496.893	1	64.207650273224	7.73934e-174	157	1245	88	453	366
g9360.t1	5352	Histone-lysine N-methyltransferase ATX5 OS=Arabidopsis thaliana OX=3702 GN=ATX5 PE=2 SV=1	sp|Q8GZ42|ATX5_ARATH	1043	164.466	1	50	2.10316e-39	4888	5349	888	1043	156
g9361.t1	5709	Protein BLISTER OS=Arabidopsis thaliana OX=3702 GN=BLI PE=1 SV=1	sp|Q9LIQ9|BLI_ARATH	714	54.6842	1	36.4864864864865	9.38658e-06	3619	3840	359	432	74
g9362.t1	777	Nuclear pore complex protein NUP35 OS=Arabidopsis thaliana OX=3702 GN=NUP35 PE=1 SV=1	sp|O04326|NUP35_ARATH	329	77.7962	1	31.0344827586207	2.65442e-15	373	771	185	328	145
g9363.t1	3159	Enhancer of mRNA-decapping protein 4 OS=Arabidopsis thaliana OX=3702 GN=VCS PE=1 SV=1	sp|Q9LTT8|VCS_ARATH	1344	159.844	1	32.3325635103926	2.33307e-38	73	1290	148	555	433
g9366.t1	1119	Uncharacterized WD repeat-containing protein alr3466 OS=Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690 GN=alr3466 PE=4 SV=1	sp|Q8YRI1|YY46_NOSS1	1526	212.231	1	38.7543252595156	1.02493e-59	247	1113	1070	1357	289
g9367.t1	2061	Probable tubulin polyglutamylase TTLL2 OS=Homo sapiens OX=9606 GN=TTLL2 PE=2 SV=3	sp|Q9BWV7|TTLL2_HUMAN	592	97.8265	1	24.8571428571429	7.69492e-20	256	1239	116	410	350
g9368.t1	2859	UTP--glucose-1-phosphate uridylyltransferase 3, chloroplastic OS=Arabidopsis thaliana OX=3702 GN=UGP3 PE=1 SV=1	sp|F4IY62|UGPA3_ARATH	883	478.019	1	44.1226575809199	3.46179e-153	250	2004	203	755	587
g9369.t1	513	Ubiquitin-conjugating enzyme E2 7 OS=Arabidopsis thaliana OX=3702 GN=UBC7 PE=1 SV=1	sp|Q42540|UBC7_ARATH	166	231.106	1	75.8389261744966	2.04519e-77	64	510	18	166	149
g9373.t1	1017	Protease HtpX homolog OS=Nitrobacter winogradskyi (strain ATCC 25391 / DSM 10237 / CIP 104748 / NCIMB 11846 / Nb-255) OX=323098 GN=htpX PE=3 SV=1	sp|Q3SW84|HTPX_NITWN	307	60.4622	1	34.6534653465347	5.13382e-09	178	471	60	156	101
g9374.t1	9066	Cilia- and flagella-associated protein 47 OS=Homo sapiens OX=9606 GN=CFAP47 PE=2 SV=5	sp|Q6ZTR5|CFA47_HUMAN	3187	162.155	1	21.0582010582011	6.81356e-38	6598	9054	2282	3182	945
g9375.t1	708	Probable serine/threonine-protein kinase WNK1 OS=Oryza sativa subsp. japonica OX=39947 GN=WNK1 PE=2 SV=1	sp|Q0D598|WNK1_ORYSJ	704	92.4337	1	46.969696969697	3.50114e-20	10	405	6	123	132
g9376.t1	1971	Probable serine/threonine-protein kinase WNK3 OS=Arabidopsis thaliana OX=3702 GN=WNK3 PE=2 SV=1	sp|Q9STK6|WNK3_ARATH	516	206.453	1	60.5095541401274	1.36723e-57	31	489	125	280	157
g9377.t1	507	Signal peptidase complex subunit 3A OS=Arabidopsis thaliana OX=3702 GN=At3g05230 PE=2 SV=1	sp|Q9MA96|SPC3A_ARATH	167	123.635	1	37.125748502994	3.89002e-35	1	501	1	166	167
g9378.t1	453	Endoplasmic reticulum oxidoreductin-2 OS=Arabidopsis thaliana OX=3702 GN=AERO2 PE=1 SV=1	sp|Q7X9I4|ERO2_ARATH	472	105.145	1	41.2213740458015	5.81603e-26	25	414	104	219	131
g9379.t1	666	Endoplasmic reticulum oxidoreductin-1 OS=Arabidopsis thaliana OX=3702 GN=AERO1 PE=1 SV=1	sp|Q9C7S7|ERO1_ARATH	469	196.052	1	50	4.05628e-59	58	660	233	431	204
g9380.t1	711	Anthranilate synthase beta subunit 1, chloroplastic OS=Oryza sativa subsp. japonica OX=39947 GN=ASB1 PE=1 SV=1	sp|Q7XUS2|ASB1_ORYSJ	288	277.33	1	67.0157068062827	8.6964e-93	139	699	87	277	191
g9381.t1	3159	RING-H2 finger protein ATL7 OS=Arabidopsis thaliana OX=3702 GN=ATL7 PE=2 SV=1	sp|Q9SN28|ATL7_ARATH	236	69.707	1	51.9230769230769	9.53151e-12	2782	2934	108	159	52
g9382.t1	1434	Fumarate reductase 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=OSM1 PE=1 SV=3	sp|P21375|OSM1_YEAST	501	237.654	1	37.3303167420815	2.5617e-71	136	1395	61	493	442
g9383.t1	822	Proteasome subunit beta type-5 OS=Spinacia oleracea OX=3562 PE=2 SV=1	sp|O24361|PSB5_SPIOL	272	356.681	1	72.6872246696035	1.11233e-123	97	777	30	256	227
g9385.t1	1842	Autolysin OS=Chlamydomonas reinhardtii OX=3055 PE=1 SV=1	sp|P31178|GLE_CHLRE	638	62.3882	1	25.7075471698113	8.86156e-09	748	1818	235	637	424
g9388.t1	327	Dynein light chain 4, axonemal OS=Sus scrofa OX=9823 GN=DNAL4 PE=3 SV=1	sp|A4F4L4|DNAL4_PIG	105	107.071	1	48.4210526315789	2.51167e-30	37	321	9	103	95
g9389.t1	675	Translin OS=Gallus gallus OX=9031 GN=TSN PE=1 SV=1	sp|P79769|TSN_CHICK	229	60.8474	1	38.8888888888889	5.02001e-10	394	663	138	227	90
g9390.t1	477	Dynein 16 kDa light chain, flagellar outer arm OS=Chlamydomonas reinhardtii OX=3055 PE=1 SV=1	sp|Q39592|DYL5_CHLRE	156	199.904	1	64.3356643356643	2.02393e-65	1	429	1	143	143
g9391.t1	2478	Pumilio homolog 24 OS=Arabidopsis thaliana OX=3702 GN=APUM24 PE=1 SV=1	sp|Q9LRZ3|PUM24_ARATH	641	219.164	1	34.8773841961853	3.89336e-60	241	1329	84	443	367
g9394.t1	1800	F-box-like/WD repeat-containing protein TBL1XR1 OS=Homo sapiens OX=9606 GN=TBL1XR1 PE=1 SV=1	sp|Q9BZK7|TBL1R_HUMAN	514	510.375	1	51.46771037182	2.30208e-175	316	1794	3	513	511
g9399.t1	786	3-oxo-5-alpha-steroid 4-dehydrogenase 1 OS=Mus musculus OX=10090 GN=Srd5a1 PE=2 SV=2	sp|Q68FF9|S5A1_MOUSE	255	175.637	1	44.0944881889764	5.84378e-53	25	780	7	254	254
g9401.t1	972	Ankyrin repeat domain-containing protein 50 OS=Homo sapiens OX=9606 GN=ANKRD50 PE=1 SV=4	sp|Q9ULJ7|ANR50_HUMAN	1429	90.8929	1	39.4285714285714	8.55524e-19	340	861	731	901	175
g9402.t1	2874	DNA-directed primase/polymerase protein OS=Bos taurus OX=9913 GN=PRIMPOL PE=2 SV=1	sp|Q08DZ8|PRIPO_BOVIN	555	109.768	1	38.8888888888889	1.7516e-23	58	528	42	194	162
g9405.t1	924	Syntaxin-52 OS=Arabidopsis thaliana OX=3702 GN=SYP52 PE=1 SV=1	sp|Q94KK7|SYP52_ARATH	233	105.916	1	39.2670157068063	7.92721e-26	205	765	8	183	191
g9407.t1	411	Histone H3 OS=Urechis caupo OX=6431 PE=1 SV=2	sp|P84239|H3_URECA	136	266.929	1	97.0588235294118	1.13378e-92	1	408	1	136	136
g9408.t1	312	Histone H4 OS=Olisthodiscus luteus OX=83000 PE=1 SV=2	sp|P82888|H4_OLILU	103	161.384	1	98.780487804878	6.85939e-52	64	309	22	103	82
g9409.t1	1536	Putative permease MJ0326 OS=Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) OX=243232 GN=MJ0326 PE=3 SV=1	sp|Q57772|Y326_METJA	436	185.267	1	37.9901960784314	1.07921e-51	19	1227	6	411	408
g9410.t1	429	Probable histone H2AXb OS=Oryza sativa subsp. japonica OX=39947 GN=Os12g0530000 PE=2 SV=1	sp|Q2QPG9|H2AXB_ORYSJ	138	201.445	1	86.9565217391304	1.61467e-66	52	396	19	131	115
g9411.t1	411	Histone H3 OS=Urechis caupo OX=6431 PE=1 SV=2	sp|P84239|H3_URECA	136	266.929	1	97.0588235294118	1.13378e-92	1	408	1	136	136
g9412.t1	1056	U-box domain-containing protein 33 OS=Arabidopsis thaliana OX=3702 GN=PUB33 PE=2 SV=2	sp|Q8GUH1|PUB33_ARATH	834	191.43	1	39.5604395604396	2.38551e-53	178	987	464	732	273
g9413.t1	1527	Molybdate-anion transporter OS=Takifugu rubripes OX=31033 GN=mfsd5 PE=3 SV=1	sp|Q1KKV8|MFSD5_TAKRU	480	166.777	1	31.0961968680089	1.70859e-44	25	1308	12	409	447
g9415.t1	5025	Cilia- and flagella-associated protein 54 OS=Chlamydomonas reinhardtii OX=3055 GN=CFAP54 PE=1 SV=1	sp|A8J666|CFA54_CHLRE	3081	390.578	1	46.218487394958	5.24668e-109	910	2634	1589	2179	595
g9416.t1	2229	Cilia- and flagella-associated protein 54 OS=Chlamydomonas reinhardtii OX=3055 GN=CFAP54 PE=1 SV=1	sp|A8J666|CFA54_CHLRE	3081	249.98	1	50	1.74016e-68	139	903	724	985	262
g9424.t1	3822	LINE-1 retrotransposable element ORF2 protein OS=Homo sapiens OX=9606 PE=1 SV=1	sp|O00370|LORF2_HUMAN	1275	111.309	1	22.007722007722	3.10216e-23	961	2475	447	911	518
g9425.t1	4455	LINE-1 retrotransposable element ORF2 protein OS=Homo sapiens OX=9606 PE=1 SV=1	sp|O00370|LORF2_HUMAN	1275	112.849	1	21.6216216216216	1.53464e-23	961	2475	447	911	518
g9432.t1	1245	LINE-1 reverse transcriptase homolog OS=Nycticebus coucang OX=9470 PE=3 SV=1	sp|P08548|LIN1_NYCCO	1260	80.8777	1	24.7232472324723	6.30459e-15	262	1071	452	705	271
g9433.t1	253	Chaperone protein ClpB3, mitochondrial OS=Oryza sativa subsp. japonica OX=39947 GN=CLPB3 PE=2 SV=3	sp|Q0E3C8|CLPB3_ORYSJ	983	90.1225	1	57.1428571428571	1.44332e-21	1	252	563	642	84
g9438.t1	762	Cyclin-A2-4 OS=Arabidopsis thaliana OX=3702 GN=CYCA2-4 PE=2 SV=1	sp|Q9C968|CCA24_ARATH	461	238.424	1	53.1120331950208	5.09624e-75	4	705	204	443	241
g9439.t1	2966	Adenylate cyclase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CYR1 PE=1 SV=2	sp|P08678|CYAA_YEAST	2026	65.0846	1	29.940119760479	3.23063e-09	558	1043	1659	1814	167
g9452.t1	4332	Phospholipase A1 PLIP1, chloroplastic OS=Arabidopsis thaliana OX=3702 GN=PLIP1 PE=1 SV=1	sp|Q7Y220|PLIP1_ARATH	649	173.326	1	38.6861313868613	1.51637e-43	2743	3558	339	557	274
g9453.t1	1326	3-hydroxybutyryl-CoA dehydrogenase OS=Bradyrhizobium diazoefficiens (strain JCM 10833 / IAM 13628 / NBRC 14792 / USDA 110) OX=224911 GN=hbdA PE=3 SV=1	sp|Q45223|HBD_BRADU	293	286.574	1	51.985559566787	3.02624e-93	37	867	8	284	277
g9454.t1	1425	Transposon TX1 uncharacterized 149 kDa protein OS=Xenopus laevis OX=8355 PE=4 SV=1	sp|P14381|YTX2_XENLA	1308	90.1225	1	33.9622641509434	1.19555e-17	379	843	526	674	159
g9456.t1	636	Alpha/beta hydrolase domain-containing protein WAV2 OS=Arabidopsis thaliana OX=3702 GN=WAV2 PE=2 SV=1	sp|Q8RXP6|WAV2_ARATH	308	168.703	1	46.1904761904762	2.25607e-50	1	609	88	296	210
g9462.t1	921	Sedoheptulose-1,7-bisphosphatase, chloroplastic OS=Arabidopsis thaliana OX=3702 GN=At3g55800 PE=2 SV=1	sp|P46283|S17P_ARATH	393	223.016	1	43.3898305084746	4.04332e-69	1	867	80	368	295
