QueryAcc	Query_Length	HitDescription	HitName	HItLength	HitBits	HSP_rank	%ID	eValue	Query_Start	Query_End	Hit_start	Hit_end	HSP_length
g10031.t1	1629	Ankyrin repeat domain-containing protein 17 [Symbiodinium microadriaticum]	gi|1129201699|gb|OLQ04677.1|	421	141.739	1	38.6666666666667	3.12662e-33	103	1215	29	352	375
g10032.t1	1317	hypothetical protein CEUSTIGMA_g6002.t1 [Chlamydomonas eustigma]	gi|1238992835|dbj|GAX78562.1|	329	87.0409	1	66.6666666666667	3.63734e-15	1	171	1	57	57
g10033.t1	636	hypothetical protein CEUSTIGMA_g11318.t1 [Chlamydomonas eustigma]	gi|1238987358|dbj|GAX83893.1|	215	242.276	1	58.5	5.72031e-78	1	582	1	198	200
g10034.t1	2970	hypothetical protein CEUSTIGMA_g6000.t1 [Chlamydomonas eustigma]	gi|1238992833|dbj|GAX78560.1|	1008	182.57	1	52.2727272727273	3.06108e-43	1543	2109	486	705	220
g10035.t1	2280	hypothetical protein CEUSTIGMA_g6001.t1 [Chlamydomonas eustigma]	gi|1238992834|dbj|GAX78561.1|	1204	501.901	1	44.9165402124431	6.93494e-159	499	2262	375	998	659
g10037.t1	1608	Protein 21.1 [Giardia lamblia ATCC 50803] >gi|157432009|gb|EDO76291.1| Protein 21.1 [Giardia lamblia ATCC 50803]	gi|159107368|ref|XP_001703965.1|	631	144.436	1	33.7209302325581	3.70601e-33	85	1050	267	559	344
g10038.t1	696	hypothetical protein CEUSTIGMA_g11328.t1 [Chlamydomonas eustigma]	gi|1238987369|dbj|GAX83904.1|	764	290.812	1	68.2051282051282	3.89948e-90	106	690	568	762	195
g10041.t1	933	hypothetical protein CEUSTIGMA_g8306.t1 [Chlamydomonas eustigma]	gi|1238990517|dbj|GAX80871.1|	727	123.635	1	66.2921348314607	1.29501e-27	643	909	197	283	89
g10042.t1	1176	hypothetical protein CEUSTIGMA_g8306.t1 [Chlamydomonas eustigma]	gi|1238990517|dbj|GAX80871.1|	727	60.077	1	50	5.04235e-06	31	312	511	601	94
g10045.t1	4620	hypothetical protein CEUSTIGMA_g5984.t1 [Chlamydomonas eustigma]	gi|1238992817|dbj|GAX78544.1|	1642	1120.15	1	75.7615894039735	0	718	2955	280	1030	755
g10046.t1	1407	hypothetical protein CEUSTIGMA_g9186.t1 [Chlamydomonas eustigma]	gi|1238989517|dbj|GAX81758.1|	534	181.03	1	65.9090909090909	2.63695e-47	1009	1401	403	534	132
g10047.t1	744	hypothetical protein CEUSTIGMA_g9187.t1 [Chlamydomonas eustigma]	gi|1238989518|dbj|GAX81759.1|	229	226.098	1	65.945945945946	9.63393e-71	67	618	23	207	185
g10048.t1	474	hypothetical protein CEUSTIGMA_g9185.t1 [Chlamydomonas eustigma]	gi|1238989516|dbj|GAX81757.1|	157	279.256	1	82.6923076923077	2.07228e-94	1	468	1	156	156
g10049.t1	3552	predicted protein [Chlamydomonas reinhardtii]	gi|159462706|ref|XP_001689583.1|	2402	406.371	1	55.4987212276215	1.07241e-114	1897	3015	1856	2236	391
g10051.t1	537	hypothetical protein KFL_001340080 [Klebsormidium nitens]	gi|971515137|dbj|GAQ83054.1|	745	54.6842	1	32.7777777777778	2.38238e-05	19	513	569	741	180
g10052.t1	8889	hypothetical protein CEUSTIGMA_g11327.t1 [Chlamydomonas eustigma]	gi|1238987368|dbj|GAX83903.1|	2638	1466.06	1	66.978484565014	0	943	4134	20	1083	1069
g10053.t1	1263	ankyrin repeat domain-containing protein 50 [Coprinopsis cinerea okayama7#130] >gi|298403566|gb|EAU86880.2| ankyrin repeat domain-containing protein 50 [Coprinopsis cinerea okayama7#130]	gi|299738982|ref|XP_001834950.2|	1015	125.561	1	37.109375	3.10783e-27	88	855	685	920	256
g10055.t1	318	hypothetical protein CEUSTIGMA_g5978.t1 [Chlamydomonas eustigma]	gi|1238992811|dbj|GAX78538.1|	107	108.997	1	71.9626168224299	1.47847e-28	1	315	1	107	107
g10056.t1	183	hypothetical protein CEUSTIGMA_g5977.t1 [Chlamydomonas eustigma]	gi|1238992810|dbj|GAX78537.1|	121	61.6178	1	57.4468085106383	1.36755e-10	25	165	73	119	47
g10057.t1	4374	hypothetical protein CEUSTIGMA_g9193.t1 [Chlamydomonas eustigma]	gi|1238989524|dbj|GAX81765.1|	1445	1518.44	1	61.1796982167353	0	67	4329	15	1432	1458
g10058.t1	816	hypothetical protein CEUSTIGMA_g5987.t1 [Chlamydomonas eustigma]	gi|1238992820|dbj|GAX78547.1|	217	172.17	1	58.273381294964	2.02163e-49	316	732	79	216	139
g10059.t1	5637	hypothetical protein CEUSTIGMA_g5994.t1 [Chlamydomonas eustigma]	gi|1238992827|dbj|GAX78554.1|	1293	1010.75	1	64.642375168691	0	3016	5235	340	1074	741
g10060.t1	1365	Zinc finger protein 862 [Stylophora pistillata]	gi|1263136435|gb|PFX32579.1|	1847	65.4698	1	29.6296296296296	1.95269e-07	787	1344	1575	1752	189
g10061.t1	1992	hypothetical protein CEUSTIGMA_g9891.t1 [Chlamydomonas eustigma]	gi|1238988791|dbj|GAX82464.1|	706	615.92	1	55.5059523809524	0	4	1986	41	698	672
g10062.t1	7161	hypothetical protein CEUSTIGMA_g5986.t1 [Chlamydomonas eustigma]	gi|1238992819|dbj|GAX78546.1|	701	313.923	1	49.1071428571429	1.46586e-87	4	1002	73	386	336
g10063.t1	3480	hypothetical protein CEUSTIGMA_g5979.t1 [Chlamydomonas eustigma]	gi|1238992812|dbj|GAX78539.1|	1029	78.1814	1	45.0549450549451	1.27166e-10	451	684	596	684	91
g10064.t1	2043	hypothetical protein Ctob_016418, partial [Chrysochromulina sp. CCMP291]	gi|922888103|gb|KOO53497.1|	402	202.601	1	33.6927223719677	8.56049e-55	298	1410	35	402	371
g10065.t1	780	hypothetical protein Ctob_007064 [Chrysochromulina sp. CCMP291]	gi|922862250|gb|KOO29889.1|	502	85.8853	1	29.3515358361775	2.79708e-15	19	735	198	486	293
g10066.t1	1767	hypothetical protein CEUSTIGMA_g5990.t1 [Chlamydomonas eustigma]	gi|1238992823|dbj|GAX78550.1|	583	368.237	1	75.78125	1.24011e-116	220	975	69	321	256
g10067.t1	3018	hypothetical protein CHLRE_06g279183v5 [Chlamydomonas reinhardtii]	gi|1335047834|gb|PNW82443.1|	2291	65.855	1	31.7919075144509	7.49762e-07	1090	1551	1118	1286	173
g10069.t1	423	helicase-like transcription [Chlorella sorokiniana]	gi|1359824662|gb|PRW59778.1|	1531	72.0182	1	49.2957746478873	7.71774e-12	193	381	52	122	71
g10072.t1	1557	PREDICTED: myotrophin-like [Branchiostoma belcheri]	gi|1126220820|ref|XP_019644621.1|	177	82.8037	1	48.8095238095238	1.28333e-14	415	666	32	115	84
g10073.t1	459	low-CO2-inducible membrane protein [Chlamydomonas reinhardtii] >gi|1335047445|gb|PNW82054.1| hypothetical protein CHLRE_06g271800v5 [Chlamydomonas reinhardtii]	gi|159476230|ref|XP_001696214.1|	249	131.724	1	45.8333333333333	4.58943e-35	7	432	90	228	144
g10074.t1	1128	ankyrin repeat, PH and SEC7 domain containing protein secG-like [Lingula anatina]	gi|918996153|ref|XP_013388868.1|	526	116.316	1	41.4893617021277	7.75811e-25	565	1119	61	246	188
g10075.t1	4278	hypothetical protein KFL_003820010 [Klebsormidium nitens]	gi|971510355|dbj|GAQ87846.1|	1068	461.455	1	48.6328125	5.95366e-138	2740	4272	560	1067	512
g10076.t1	1761	hypothetical protein SPRG_16622 [Saprolegnia parasitica CBS 223.65] >gi|641522750|gb|KDO17838.1| hypothetical protein SPRG_16622 [Saprolegnia parasitica CBS 223.65]	gi|813220152|ref|XP_012211453.1|	252	137.887	1	41.9642857142857	3.39157e-33	1072	1740	13	228	224
g10077.t1	2103	low-CO2-inducible membrane protein [Chlamydomonas reinhardtii] >gi|1335047445|gb|PNW82054.1| hypothetical protein CHLRE_06g271800v5 [Chlamydomonas reinhardtii]	gi|159476230|ref|XP_001696214.1|	249	236.884	1	50.2183406113537	2.58337e-69	1390	2076	1	228	229
g10078.t1	1032	Ankyrin repeat domain-containing protein 17 [Symbiodinium microadriaticum]	gi|1129201699|gb|OLQ04677.1|	421	100.523	1	39.3292682926829	7.35467e-20	22	975	83	378	328
g10079.t1	2766	hypothetical protein CEUSTIGMA_g5941.t1 [Chlamydomonas eustigma]	gi|1238992775|dbj|GAX78502.1|	1070	770	1	54.3451652386781	0	658	2763	254	1070	817
g10080.t1	1428	hypothetical protein CEUSTIGMA_g5946.t1 [Chlamydomonas eustigma]	gi|1238992780|dbj|GAX78507.1|	237	81.2629	1	35.4838709677419	1.16778e-13	1	399	35	188	155
g10081.t1	2298	hypothetical protein CEUSTIGMA_g5974.t1 [Chlamydomonas eustigma]	gi|1238992807|dbj|GAX78534.1|	438	517.309	1	67.3913043478261	1.7631e-174	7	1110	2	367	368
g10082.t1	3810	hypothetical protein CEUSTIGMA_g2667.t1 [Chlamydomonas eustigma]	gi|1238996095|dbj|GAX75223.1|	927	1235.32	1	71.7112922002328	0	1246	3807	74	927	859
g10083.t1	1113	dymeclin [Ziziphus jujuba]	gi|1009141358|ref|XP_015888151.1|	728	174.096	1	32.1533923303835	9.25421e-45	112	1101	387	694	339
g10084.t1	1251	Ankyrin repeat domain-containing protein 17 [Symbiodinium microadriaticum]	gi|1129201699|gb|OLQ04677.1|	421	126.331	1	36.6576819407008	1.7609e-28	37	1101	83	398	371
g10085.t1	1566	hypothetical protein CEUSTIGMA_g10984.t1 [Chlamydomonas eustigma]	gi|1238987724|dbj|GAX83559.1|	598	408.297	1	57.0048309178744	4.7451e-133	154	1386	102	506	414
g10086.t1	744	hypothetical protein CBB70_12800 [Planctomycetaceae bacterium TMED10]	gi|1200240482|gb|OUT64012.1|	3164	265.003	1	54.4	2.04535e-77	1	741	2920	3160	250
g10087.t1	6468	hypothetical protein CEUSTIGMA_g5970.t1 [Chlamydomonas eustigma]	gi|1238992803|dbj|GAX78530.1|	248	349.747	1	68.5950413223141	5.5446e-106	2152	2877	6	246	242
g10089.t1	1782	hypothetical protein CEUSTIGMA_g2344.t1 [Chlamydomonas eustigma]	gi|1238996614|dbj|GAX74898.1|	1072	295.434	1	35.6088560885609	1.63909e-84	313	1761	545	1065	542
g10090.t1	846	hypothetical protein Ctob_016172, partial [Chrysochromulina sp. CCMP291]	gi|922869615|gb|KOO35698.1|	538	87.4261	1	48.6910994764398	1.30968e-15	166	738	10	196	191
g10091.t1	3207	hypothetical protein CEUSTIGMA_g1683.t1 [Chlamydomonas eustigma]	gi|1238997217|dbj|GAX74234.1|	907	68.5514	1	49.3670886075949	9.50314e-08	685	912	269	346	79
g10092.t1	1854	hypothetical protein CEUSTIGMA_g9225.t1 [Chlamydomonas eustigma]	gi|1238989556|dbj|GAX81797.1|	650	776.933	1	71.2255772646536	0	199	1848	89	646	563
g10093.t1	4728	hypothetical protein CEUSTIGMA_g4370.t1 [Chlamydomonas eustigma]	gi|1238994550|dbj|GAX76923.1|	1418	228.794	1	45.4301075268817	1.38836e-56	61	1095	11	343	372
g10094.t1	3642	hypothetical protein CEUSTIGMA_g9847.t1 [Chlamydomonas eustigma]	gi|1238988880|dbj|GAX82419.1|	436	92.4337	1	29.1764705882353	1.17377e-15	1117	2313	23	413	425
g10095.t1	789	hypothetical protein CEUSTIGMA_g9197.t1 [Chlamydomonas eustigma]	gi|1238989528|dbj|GAX81769.1|	241	130.568	1	34.4398340248963	3.79516e-33	106	786	15	234	241
g10096.t1	1002	hypothetical protein CEUSTIGMA_g9229.t1 [Chlamydomonas eustigma]	gi|1238989560|dbj|GAX81801.1|	317	204.142	1	49.6815286624204	7.48291e-60	25	963	2	311	314
g10098.t1	363	hypothetical protein CEUSTIGMA_g9188.t1 [Chlamydomonas eustigma]	gi|1238989519|dbj|GAX81760.1|	109	64.6994	1	68.1818181818182	4.983e-11	172	303	51	94	44
g10099.t1	1623	hypothetical protein CEUSTIGMA_g9196.t1 [Chlamydomonas eustigma]	gi|1238989527|dbj|GAX81768.1|	222	193.356	1	58.433734939759	1.60817e-54	142	636	51	214	166
g10100.t1	798	hypothetical protein CEUSTIGMA_g13769.t1 [Chlamydomonas eustigma]	gi|1238984735|dbj|GAX86357.1|	272	273.478	1	53.8745387453875	1.469e-88	13	795	2	272	271
g10101.t1	789	eukaryotic initiation factor [Chlamydomonas reinhardtii] >gi|1335050108|gb|PNW84714.1| hypothetical protein CHLRE_03g155800v5 [Chlamydomonas reinhardtii]	gi|159478733|ref|XP_001697455.1|	197	120.553	1	55.6451612903226	7.31495e-30	1	366	1	123	124
g10105.t1	693	hypothetical protein CHLRE_01g054850v5 [Chlamydomonas reinhardtii]	gi|1335054412|gb|PNW89016.1|	228	221.476	1	67.9738562091503	2.5281e-69	223	681	76	226	153
g10106.t1	1878	hypothetical protein CEUSTIGMA_g9198.t1 [Chlamydomonas eustigma]	gi|1238989529|dbj|GAX81770.1|	1451	409.068	1	49.789029535865	8.5611e-124	100	1299	28	491	474
g10108.t1	3156	hypothetical protein MNEG_11955 [Monoraphidium neglectum] >gi|761963358|gb|KIY96007.1| hypothetical protein MNEG_11955 [Monoraphidium neglectum]	gi|926773106|ref|XP_013895027.1|	187	65.4698	1	50	3.7049e-08	19	246	23	97	76
g10111.t1	1908	hypothetical protein CEUSTIGMA_g9223.t1 [Chlamydomonas eustigma]	gi|1238989554|dbj|GAX81795.1|	945	185.652	1	39.2361111111111	9.73162e-46	133	963	38	315	288
g10112.t1	879	hypothetical protein CEUSTIGMA_g9223.t1 [Chlamydomonas eustigma]	gi|1238989554|dbj|GAX81795.1|	945	67.781	1	34.2592592592593	7.60272e-09	16	333	610	713	108
g10116.t1	444	AIG2-like protein [Monoraphidium neglectum] >gi|761968367|gb|KIY99608.1| AIG2-like protein [Monoraphidium neglectum]	gi|926780308|ref|XP_013898628.1|	155	120.168	1	44.6808510638298	1.00512e-31	1	420	1	140	141
g10117.t1	1530	hypothetical protein CEUSTIGMA_g9222.t1 [Chlamydomonas eustigma]	gi|1238989553|dbj|GAX81794.1|	517	681.019	1	67.8571428571429	0	106	1527	44	517	476
g10118.t1	492	hypothetical protein GPECTOR_16g610 [Gonium pectorale]	gi|1004142449|gb|KXZ50436.1|	246	92.8189	1	64.4067796610169	6.26191e-20	1	177	23	81	59
g10119.t1	432	hypothetical protein CEUSTIGMA_g9220.t1 [Chlamydomonas eustigma]	gi|1238989551|dbj|GAX81792.1|	938	83.1889	1	50	1.17783e-15	91	366	19	108	92
g10120.t1	1698	Zinc finger protein 862 [Stylophora pistillata]	gi|1263136435|gb|PFX32579.1|	1847	64.6994	1	25.6055363321799	6.20216e-07	664	1425	1474	1752	289
g10121.t1	2262	hypothetical protein CEUSTIGMA_g9220.t1 [Chlamydomonas eustigma]	gi|1238989551|dbj|GAX81792.1|	938	200.29	1	40.9214092140921	4.93694e-50	136	1185	254	610	369
g10126.t1	429	hypothetical protein FRACYDRAFT_264277 [Fragilariopsis cylindrus CCMP1102]	gi|1072224535|gb|OEU09285.1|	500	51.6026	1	34.8214285714286	9.62291e-05	22	333	196	305	112
g10127.t1	1113	hypothetical protein CEUSTIGMA_g11890.t1 [Chlamydomonas eustigma]	gi|1238986790|dbj|GAX84470.1|	490	378.637	1	57.2207084468665	3.47428e-125	10	1101	5	350	367
g10128.t1	1545	hypothetical protein CEUSTIGMA_g9217.t1 [Chlamydomonas eustigma]	gi|1238989548|dbj|GAX81789.1|	402	567	1	70.8661417322835	0	70	1206	19	399	381
g10129.t1	522	hypothetical protein CEUSTIGMA_g9218.t1 [Chlamydomonas eustigma]	gi|1238989549|dbj|GAX81790.1|	271	239.58	1	69.2307692307692	8.43956e-77	1	495	90	258	169
g10131.t1	285	hypothetical protein GPECTOR_79g132 [Gonium pectorale]	gi|1004135803|gb|KXZ43853.1|	86	64.6994	1	41.1111111111111	1.23934e-11	13	282	1	86	90
g10137.t1	711	hypothetical protein CEUSTIGMA_g3223.t1 [Chlamydomonas eustigma]	gi|1238995380|dbj|GAX75780.1|	233	105.145	1	80	8.48203e-24	529	708	174	233	60
g10138.t1	420	hypothetical protein CEUSTIGMA_g9176.t1 [Chlamydomonas eustigma]	gi|1238989507|dbj|GAX81748.1|	140	127.487	1	49.618320610687	6.59381e-35	40	417	11	140	131
g10139.t1	2775	hypothetical protein CEUSTIGMA_g12847.t1 [Chlamydomonas eustigma]	gi|1238985786|dbj|GAX85431.1|	916	223.402	1	30.6506849315068	5.28062e-57	127	1782	81	635	584
g10140.t1	717	hypothetical protein CEUSTIGMA_g3232.t1 [Chlamydomonas eustigma]	gi|1238995389|dbj|GAX75789.1|	237	228.409	1	50	8.8399e-72	22	702	19	236	228
g10141.t1	1497	hypothetical protein CEUSTIGMA_g2475.t1 [Chlamydomonas eustigma]	gi|1238996296|dbj|GAX75029.1|	1414	167.548	1	52.7522935779816	1.28197e-40	787	1431	110	319	218
g10143.t1	585	hypothetical protein CEUSTIGMA_g12847.t1 [Chlamydomonas eustigma]	gi|1238985786|dbj|GAX85431.1|	916	53.5286	1	33.3333333333333	9.03598e-05	268	570	810	906	102
g10144.t1	1086	hypothetical protein CEUSTIGMA_g9207.t1 [Chlamydomonas eustigma]	gi|1238989538|dbj|GAX81779.1|	444	337.035	1	54.9090909090909	1.35529e-109	4	795	74	347	275
g10145.t1	1425	hypothetical protein CEUSTIGMA_g12851.t1 [Chlamydomonas eustigma]	gi|1238985790|dbj|GAX85435.1|	470	231.106	1	58.8461538461538	1.0979e-66	643	1422	214	470	260
g10146.t1	501	hypothetical protein CEUSTIGMA_g8467.t1 [Chlamydomonas eustigma]	gi|1238990345|dbj|GAX81032.1|	167	191.43	1	67.1232876712329	2.56569e-59	55	492	19	164	146
g10148.t1	627	hypothetical protein CEUSTIGMA_g13489.t1 [Chlamydomonas eustigma]	gi|1238985076|dbj|GAX86075.1|	165	172.94	1	66.6666666666667	2.26162e-51	274	624	44	160	117
g10149.t1	1008	hypothetical protein CEUSTIGMA_g8473.t1 [Chlamydomonas eustigma]	gi|1238990351|dbj|GAX81038.1|	280	79.337	1	43.9024390243902	4.33429e-13	754	999	200	280	82
g10150.t1	2253	hypothetical protein CEUSTIGMA_g8472.t1 [Chlamydomonas eustigma]	gi|1238990350|dbj|GAX81037.1|	769	162.155	1	44.7368421052632	1.03681e-37	211	891	68	293	228
g10151.t1	414	hypothetical protein CEUSTIGMA_g7830.t1 [Chlamydomonas eustigma]	gi|1238991022|dbj|GAX80391.1|	372	213.001	1	69.1176470588235	1.06479e-65	7	414	158	293	136
g10152.t1	570	hypothetical protein CEUSTIGMA_g1106.t1 [Chlamydomonas eustigma]	gi|1238997795|dbj|GAX73655.1|	445	133.265	1	65.1685393258427	2.4069e-33	7	273	2	90	89
g10153.t1	636	hypothetical protein CEUSTIGMA_g7830.t1 [Chlamydomonas eustigma]	gi|1238991022|dbj|GAX80391.1|	372	279.256	1	58.7155963302752	2.19522e-90	1	633	156	372	218
g10154.t1	570	hypothetical protein CEUSTIGMA_g1106.t1 [Chlamydomonas eustigma]	gi|1238997795|dbj|GAX73655.1|	445	133.265	1	65.1685393258427	2.4069e-33	7	273	2	90	89
g10155.t1	867	hypothetical protein CEUSTIGMA_g7830.t1 [Chlamydomonas eustigma]	gi|1238991022|dbj|GAX80391.1|	372	215.312	1	64	3.85274e-64	7	456	158	307	150
g10156.t1	783	hypothetical protein CEUSTIGMA_g7830.t1 [Chlamydomonas eustigma]	gi|1238991022|dbj|GAX80391.1|	372	214.542	1	69.1176470588235	3.14274e-64	7	414	158	293	136
g10157.t1	495	hypothetical protein CEUSTIGMA_g1106.t1 [Chlamydomonas eustigma]	gi|1238997795|dbj|GAX73655.1|	445	93.5893	1	63.0769230769231	3.86928e-19	7	201	2	66	65
g10158.t1	222	hypothetical protein CEUSTIGMA_g7830.t1 [Chlamydomonas eustigma]	gi|1238991022|dbj|GAX80391.1|	372	71.2478	1	43.0379746835443	1.00593e-12	4	219	295	372	79
g10159.t1	2730	hypothetical protein CEUSTIGMA_g7691.t1 [Chlamydomonas eustigma]	gi|1238991070|dbj|GAX80253.1|	1265	408.297	1	43.5398230088496	3.24207e-121	640	2322	650	1200	565
g10161.t1	4569	hypothetical protein CEUSTIGMA_g3437.t1 [Chlamydomonas eustigma]	gi|1238995200|dbj|GAX75994.1|	1720	805.823	1	57.6877234803337	0	49	2517	11	842	839
g10162.t1	2361	hypothetical protein CEUSTIGMA_g4178.t1 [Chlamydomonas eustigma]	gi|1238994641|dbj|GAX76731.1|	822	148.673	1	59.8484848484849	4.51083e-33	577	972	186	317	132
g10163.t1	918	hypothetical protein CEUSTIGMA_g4177.t1 [Chlamydomonas eustigma]	gi|1238994640|dbj|GAX76730.1|	310	229.95	1	58.8	2.70008e-70	166	909	64	309	250
g10164.t1	2295	hypothetical protein CEUSTIGMA_g4176.t1 [Chlamydomonas eustigma]	gi|1238994639|dbj|GAX76729.1|	766	296.59	1	53.7671232876712	2.17045e-85	1393	2268	474	745	292
g10165.t1	1134	hypothetical protein GPECTOR_5g35 [Gonium pectorale]	gi|1004146284|gb|KXZ54260.1|	335	221.09	1	56.1643835616438	1.33984e-65	16	672	20	238	219
g10166.t1	564	hypothetical protein CEUSTIGMA_g1913.t1 [Chlamydomonas eustigma]	gi|1238997017|dbj|GAX74464.1|	186	155.221	1	53.2544378698225	1.63847e-44	55	561	23	186	169
g10167.t1	687	hypothetical protein CEUSTIGMA_g4125.t1 [Chlamydomonas eustigma]	gi|1238994589|dbj|GAX76679.1|	230	357.836	1	72.8070175438597	5.1175e-123	1	684	1	228	228
g10168.t1	1458	hypothetical protein CEUSTIGMA_g4124.t1 [Chlamydomonas eustigma]	gi|1238994588|dbj|GAX76678.1|	703	516.924	1	68.0738786279683	1.3758e-174	397	1392	155	533	379
g10169.t1	657	predicted protein [Chlamydomonas reinhardtii] >gi|1335052631|gb|PNW87236.1| hypothetical protein CHLRE_02g114450v5 [Chlamydomonas reinhardtii]	gi|159483685|ref|XP_001699891.1|	181	134.035	1	54.2635658914729	8.08519e-36	163	540	52	176	129
g10170.t1	477	hypothetical protein CEUSTIGMA_g4107.t1 [Chlamydomonas eustigma]	gi|1238994571|dbj|GAX76661.1|	145	53.9138	1	32.2147651006711	5.10195e-06	1	447	1	133	149
g10171.t1	1518	hypothetical protein CEUSTIGMA_g4105.t1 [Chlamydomonas eustigma]	gi|1238994569|dbj|GAX76659.1|	473	621.698	1	77.2093023255814	0	223	1509	44	473	430
g10172.t1	2865	hypothetical protein CEUSTIGMA_g8065.t1 [Chlamydomonas eustigma]	gi|1238990761|dbj|GAX80630.1|	973	196.438	1	52.2151898734177	7.32968e-48	607	1536	187	494	316
g10173.t1	897	hypothetical protein CEUSTIGMA_g8064.t1 [Chlamydomonas eustigma]	gi|1238990760|dbj|GAX80629.1|	285	293.893	1	52.8571428571429	7.05967e-96	70	894	9	284	280
g10174.t1	699	hypothetical protein CEUSTIGMA_g8057.t1 [Chlamydomonas eustigma]	gi|1238990753|dbj|GAX80622.1|	251	357.836	1	75.2173913043478	9.12991e-123	1	687	19	248	230
g10175.t1	501	hypothetical protein CEUSTIGMA_g4128.t1 [Chlamydomonas eustigma]	gi|1238994592|dbj|GAX76682.1|	142	113.235	1	44.8717948717949	6.33988e-29	1	459	1	139	156
g10176.t1	1605	60S ribosome subunit biogenesis NIP7-like protein [Chlorella sorokiniana]	gi|1359826172|gb|PRW61056.1|	1017	80.1073	1	38.0952380952381	6.2089e-12	73	447	183	305	126
g10178.t1	1200	hypothetical protein CEUSTIGMA_g8062.t1 [Chlamydomonas eustigma]	gi|1238990758|dbj|GAX80627.1|	455	160.999	1	48.4848484848485	3.86419e-41	355	846	171	333	165
g10180.t1	1128	derlin-3 isoform X1 [Chlorella sorokiniana]	gi|1359808709|gb|PRW44398.1|	312	131.724	1	37.1287128712871	1.22514e-31	7	606	30	230	202
g10181.t1	6870	soluble inorganic pyrophosphatase [Raphidocelis subcapitata]	gi|1393699705|dbj|GBF96300.1|	192	321.242	1	79.0575916230366	6.99722e-97	6283	6855	1	191	191
g10182.t1	1842	hypothetical protein CEUSTIGMA_g4120.t1 [Chlamydomonas eustigma]	gi|1238994584|dbj|GAX76674.1|	660	405.986	1	65.2920962199313	5.04923e-130	115	972	27	317	291
g10183.t1	2514	hydroxyproline-rich glycoprotein [Chlamydomonas reinhardtii]	gi|159472857|ref|XP_001694561.1|	585	87.4261	1	43.3333333333333	6.41964e-14	445	711	67	156	90
g10184.t1	819	hypothetical protein CEUSTIGMA_g4155.t1 [Chlamydomonas eustigma]	gi|1238994619|dbj|GAX76709.1|	286	459.914	1	85.036496350365	9.44952e-162	1	816	13	286	274
g10185.t1	933	hypothetical protein CEUSTIGMA_g9972.t1 [Chlamydomonas eustigma]	gi|1238988744|dbj|GAX82546.1|	467	337.806	1	56.0137457044674	1.79222e-110	34	903	93	379	291
g10186.t1	1179	Pol isoform A [Chlorella sorokiniana]	gi|1359809965|gb|PRW45630.1|	424	154.066	1	47.196261682243	7.23334e-39	1	642	108	311	214
g10187.t1	783	hypothetical protein CHLRE_17g700650v5 [Chlamydomonas reinhardtii]	gi|1335035359|gb|PNW69979.1|	206	254.603	1	67.379679144385	3.77348e-82	223	780	20	206	187
g10188.t1	1005	hypothetical protein CEUSTIGMA_g2533.t1 [Chlamydomonas eustigma]	gi|1238996356|dbj|GAX75089.1|	408	439.884	1	64.968152866242	6.51138e-151	67	1002	40	352	314
g10189.t1	996	hypothetical protein CEUSTIGMA_g2538.t1 [Chlamydomonas eustigma]	gi|1238996361|dbj|GAX75094.1|	754	61.6178	1	51.7647058823529	1.18179e-06	13	261	318	400	85
g10191.t1	3096	Bromodomain-containing protein 9 [Tetrabaena socialis]	gi|1331347128|gb|PNH08859.1|	344	129.798	1	51.6666666666667	8.04357e-29	88	447	10	127	120
g10193.t1	5625	Abnormal spindle microcephaly-associated protein [Phytophthora nicotianae]	gi|970636018|gb|KUF80764.1|	1405	72.0182	1	26.6272189349112	1.57715e-08	958	1812	614	909	338
g10194.t1	507	hypothetical protein COCSUDRAFT_64835 [Coccomyxa subellipsoidea C-169] >gi|384252310|gb|EIE25786.1| hypothetical protein COCSUDRAFT_64835 [Coccomyxa subellipsoidea C-169]	gi|545371578|ref|XP_005650330.1|	2205	70.4774	1	49.3333333333333	6.97626e-11	79	300	138	210	75
g10195.t1	1800	hypothetical protein RFI_23825 [Reticulomyxa filosa]	gi|569377083|gb|ETO13543.1|	126	70.4774	1	49.1228070175439	7.89235e-11	1573	1743	33	89	57
g10196.t1	2061	hypothetical protein CEUSTIGMA_g2913.t1 [Chlamydomonas eustigma]	gi|1238995940|dbj|GAX75470.1|	396	80.1073	1	67.7966101694915	3.77542e-12	358	531	110	168	59
g10197.t1	657	DNA repair protein RAD50 [Monoraphidium neglectum] >gi|761971975|gb|KIZ02464.1| DNA repair protein RAD50 [Monoraphidium neglectum]	gi|926786018|ref|XP_013901483.1|	621	376.711	1	78.2407407407407	3.81869e-125	1	648	1	216	216
g10199.t1	1326	hypothetical protein CEUSTIGMA_g2910.t1 [Chlamydomonas eustigma]	gi|1238995937|dbj|GAX75467.1|	1349	431.795	1	57.0135746606335	1.33549e-135	1	1323	908	1349	442
g10201.t1	522	hypothetical protein CEUSTIGMA_g2984.t1 [Chlamydomonas eustigma]	gi|1238996011|dbj|GAX75541.1|	749	245.743	1	74.0506329113924	4.29801e-74	46	519	143	298	158
g10203.t1	2862	hypothetical protein CEUSTIGMA_g1614.t1 [Chlamydomonas eustigma]	gi|1238997148|dbj|GAX74165.1|	863	301.212	1	73.2620320855615	1.35895e-84	2233	2793	652	838	187
